Tweet_Id,Text,cre_tms,location,retweet_cnt,fav_cnt,user_name,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,urls
9.80978E+17,"RT @365places2Visit: Awesome Places To Stay  📍New York, NY
We're obsessed with .@Airbnb Who doesn't love privacy, full kitchens &amp; washers &amp;…",03-04-2018 01:19,"Florida, USA",20,0,FunMoneyMom,,,,,,,,,,,,
9.80976E+17,RT @Seraphimslair: #HELLOAPRIL! Thanks everyone for the RT's &amp; Hello @aashishgoldy - first contact - hope to see more interaction! A very #…,03-04-2018 01:11,"Gilbertsville, PA",5,0,EternityDesignD,HELLOAPRIL,,,,,,,,,,,
9.80976E+17,RT @Seraphimslair: Welcoming new followers @titalola_com @1_Cherro @APLHLondon @capblock_fr @AllenWatson23  @AntonioParis @HeritageHaven  @…,03-04-2018 01:11,"Gilbertsville, PA",3,0,EternityDesignD,,,,,,,,,,,,
9.80976E+17,RT @Seraphimslair: This #Masons #BEAUTY is now #SOLD! Lots more at #Seraphimslair's #PotteryBarn! #ShopSmall #SmallBiz #Gifts #Vintage #Spr…,03-04-2018 01:11,"Gilbertsville, PA",5,0,EternityDesignD,Masons, BEAUTY, SOLD, Seraphimslair, PotteryBarn, ShopSmall, SmallBiz, Gifts, Vintage,,,
9.80976E+17,RT @Seraphimslair: Another #BLUE #BEAUTY-#SOLD! Lots more #GLASS #ART at #Seraphimslair's #GlassShack! #ShopSmall #SmallBiz #Gifts #Flowers…,03-04-2018 01:10,"Gilbertsville, PA",6,0,EternityDesignD,BLUE, BEAUTY, SOLD, GLASS, ART, Seraphimslair, GlassShack, ShopSmall, SmallBiz, Gifts, Flowers,
9.80976E+17,Neighbor is making waves in Utah. @DeseretNews just wrote an article about some of our latest announcements. Won’t… https://t.co/VGV8SmyXlz,03-04-2018 01:10,United States,0,0,neighborstorage,,,,,,,,,,,,https://twitter.com/i/web/status/980975709123260417
9.80976E+17,RT @Seraphimslair: This #CrownDevon #BEAUTY just #SOLD to #ITALY! More at #Seraphimslair's #PotteryBarn! #ShopSmall #SmallBiz #GiftIdeas #V…,03-04-2018 01:09,"Gilbertsville, PA",15,0,EternityDesignD,CrownDevon, BEAUTY, SOLD, ITALY, Seraphimslair, PotteryBarn, ShopSmall, SmallBiz, GiftIdeas,,,
9.80976E+17,RT @Seraphimslair: #HELLOAPRIL🌸Check out #Seraphimslair for #Spring #GiftIdeas #ShopSmall #SmallBiz #USA #UK #London #NewEngland #Airbnb #W…,03-04-2018 01:09,"Gilbertsville, PA",4,0,EternityDesignD,HELLOAPRIL, Seraphimslair, Spring, GiftIdeas, ShopSmall, SmallBiz, USA, UK, London, NewEngland, Airbnb,
9.80973E+17,RT @Seraphimslair: #HAPPYEASTERSUNDAY &amp; #HELLOAPRIL!!! Check out #Seraphimslair for #Spring #GiftIdeas #ShopSmall #SmallBiz #USA #UK #Londo…,03-04-2018 00:59,"Tehachapi, CA",30,0,tulipteardrops,HAPPYEASTERSUNDAY, HELLOAPRIL, Seraphimslair, Spring, GiftIdeas, ShopSmall, SmallBiz, USA, UK,,,
9.80973E+17,@AirBnB can be a great way to make some extra ca$h in #LA!!  Consider listing your home/apartment/room!  (Especiall… https://t.co/y6fs1dZLTl,03-04-2018 00:59,"DALEY PLANET, California",0,1,jessedaley,LA,,,,,,,,,,,https://twitter.com/i/web/status/980973054971924480
9.80971E+17,Does Plymouth collect any taxes or dues from short-term rentals like #Airbnb? @frankmandOCM @VisitPlymouthMA @MelissaArrighi ??,03-04-2018 00:51,Boston/Plymouth,0,0,smfey,Airbnb,,,,,,,,,,,
9.8097E+17,"RT @FIVRE604: I take it you're on this @CityofVancouver ?
#Airbnb
Easy to get addresses from George https://t.co/xyHOnE5WxP",03-04-2018 00:47,"Vancouver, British Columbia",1,0,vanprole,Airbnb,,,,,,,,,,,https://twitter.com/george_affleck/status/980514295581569024
9.8097E+17,"RT @365places2Visit: Awesome Places To Stay  📍New York, NY
We're obsessed with .@Airbnb Who doesn't love privacy, full kitchens &amp; washers &amp;…",03-04-2018 00:45,,20,0,n3chelle,,,,,,,,,,,,
9.80969E+17,Sign up to #host on #Airbnb and use the extra income to fund your passions. Here’s my invitation link: https://t.co/elTt6FwYwM,03-04-2018 00:43,Oceana,0,0,amysticgirl,host, Airbnb,,,,,,,,,,https://abnb.me/e/HywtvXsKNL
9.80968E+17,RT @RonPolly: $20 million condo at #Decottis place on water for sale..  Brags of no empty home tax and #airbnb rights.. The map is wrong fo…,03-04-2018 00:37,#TheVancouverModel,1,0,mtnbvan,Decottis, airbnb,,,,,,,,,,
9.80967E+17,This is what an #eveningin looks like at our #airbnb in #tamarindo #costarica not too bad at all… https://t.co/h4PzpyUgQS,03-04-2018 00:36,Calgary,0,0,advcampitelli,eveningin, airbnb, tamarindo, costarica,,,,,,,,https://www.instagram.com/p/BhFqFCulXa5/
9.80966E+17,"I take it you're on this @CityofVancouver ?
#Airbnb
Easy to get addresses from George https://t.co/xyHOnE5WxP",03-04-2018 00:31,"Vancouver, British Columbia",1,2,FIVRE604,Airbnb,,,,,,,,,,,https://twitter.com/george_affleck/status/980514295581569024
9.80966E+17,#vacationRentals #villa for your #holidays. #bestplacestogo #summer2018   #airbnbexperiences #AirbnbLove #airbnb… https://t.co/XFttFBEIpp,03-04-2018 00:30,Ελλάς,0,0,IkarianB,vacationRentals, villa, holidays, bestplacestogo, summer2018, airbnbexperiences, AirbnbLove, airbnb,,,,https://twitter.com/i/web/status/980965680873902080
9.80963E+17,'The @AirBnB Effect' on #NYC #Housing #Shortage https://t.co/O22TKzY0Yr #CribRater #Crib #Apartments #Rent #RealEstate #AirBnB,03-04-2018 00:18,New York City,0,0,WeRetaliate1st,NYC, Housing, Shortage, CribRater, Crib, Apartments, Rent, RealEstate, AirBnB,,,http://goo.gl/pudBsV
9.80962E+17,RT @Bed_and_Stay: Come to Tokyo and explore the beautiful temples and shrines #Airbnb #airnbnbtokyo #bedstay #vacationrentals https://t.co/…,03-04-2018 00:17,,2,0,nomura57010517,Airbnb, airnbnbtokyo, bedstay, vacationrentals,,,,,,,,
9.80962E+17,RT @Bed_and_Stay: Visit the Imperial Paalace grounds a daily at 10:00 and 13:30 except on Sundays and Mondays. Check our #airbnb listsing:…,03-04-2018 00:17,,3,0,nomura57010517,airbnb,,,,,,,,,,,
9.80959E+17,"RT @365places2Visit: Awesome Places To Stay  📍New York, NY
We're obsessed with .@Airbnb Who doesn't love privacy, full kitchens &amp; washers &amp;…",03-04-2018 00:05,Connecticut,20,0,SimplyTasheena,,,,,,,,,,,,
9.80959E+17,"RT @365places2Visit: Awesome Places To Stay  📍New York, NY
We're obsessed with .@Airbnb Who doesn't love privacy, full kitchens &amp; washers &amp;…",03-04-2018 00:02,"Cleveland, OH",20,0,GlamKaren,,,,,,,,,,,,
9.80958E+17,RT @cottage_green: Margaritaville Lazy Susan Beach Decor-Nautical Theme-Table Centerpiece https://t.co/A4jhFo14tl via @Etsy Phenomenal Cent…,03-04-2018 00:01,,14,0,sl196014_c,,,,,,,,,,,,https://etsy.me/2JaNWI0
9.80958E+17,"RT @MadRoadTrip: This is where i feel alive !
Let’s book your trip now .
https://t.co/8RHsu5PHOA
#madroadtrip #madeiraroadtrip #visitmadeir…",03-04-2018 00:01,,1,0,hashtagvanlife,madroadtrip, madeiraroadtrip,,,,,,,,,,http://www.madroadtrip.com
9.80958E+17,A farm stay. #travel #wanderlust #adventure #iceland #kirkjuferjuhjáleiga #horsefarm #airbnb… https://t.co/GOwdF61NOl,03-04-2018 00:00,Singapore,0,0,onefinesunday,travel, wanderlust, adventure, iceland, kirkjuferjuhjáleiga, horsefarm, airbnb,,,,,https://www.instagram.com/p/BhFmCe_gFWx/
9.80958E+17,"Podcast: Framingham Mayor Yvonne Spicer talks parking, pot and Airbnb - MetroWest Daily News https://t.co/5hQJ0HLOPc #民泊 #民泊情報 #airbnb",03-04-2018 00:00,東京都,0,0,stayllect,民泊, 民泊情報, airbnb,,,,,,,,,http://www.metrowestdailynews.com/news/20180402/podcast-framingham-mayor-yvonne-spicer-talks-parking-pot-and-airbnb
9.80958E+17,"Love pets?⠀
Do visit this year's phoenix pet expo and book a  pleasant stay with us.⠀
⠀
https://t.co/mh2CY6yUze
⠀… https://t.co/SiP6qk469C",03-04-2018 00:00,"Arizona, USA",0,0,Macontraveleasy,,,,,,,,,,,,http://macontraveleasy.com/
9.80958E+17,RT @Seraphimslair: #HELLOAPRIL🌸Check out #Seraphimslair for #Spring #GiftIdeas #ShopSmall #SmallBiz #USA #UK #London #NewEngland #Airbnb #W…,02-04-2018 23:58,,4,0,Janecharlotte11,HELLOAPRIL, Seraphimslair, Spring, GiftIdeas, ShopSmall, SmallBiz, USA, UK, London, NewEngland, Airbnb,
9.80957E+17,RT @Seraphimslair: This #CrownDevon #BEAUTY just #SOLD to #ITALY! More at #Seraphimslair's #PotteryBarn! #ShopSmall #SmallBiz #GiftIdeas #V…,02-04-2018 23:57,"North East, England",15,0,Seraphimslair,CrownDevon, BEAUTY, SOLD, ITALY, Seraphimslair, PotteryBarn, ShopSmall, SmallBiz, GiftIdeas,,,
9.80957E+17,RT @Seraphimslair: #HELLOAPRIL🌸Check out #Seraphimslair for #Spring #GiftIdeas #ShopSmall #SmallBiz #USA #UK #London #NewEngland #Airbnb #W…,02-04-2018 23:56,"North East, England",4,0,Seraphimslair,HELLOAPRIL, Seraphimslair, Spring, GiftIdeas, ShopSmall, SmallBiz, USA, UK, London, NewEngland, Airbnb,
9.80955E+17,RT @cottage_green: Margaritaville Lazy Susan Beach Decor-Nautical Theme-Table Centerpiece https://t.co/A4jhFo14tl via @Etsy Phenomenal Cent…,02-04-2018 23:49,"Bitchintown, USA",14,0,RetroCEO,,,,,,,,,,,,https://etsy.me/2JaNWI0
9.80955E+17,"This is where i feel alive !
Let’s book your trip now .
https://t.co/8RHsu5PHOA
#madroadtrip #madeiraroadtrip… https://t.co/OaQBwQk3Ir",02-04-2018 23:46,,1,2,MadRoadTrip,madroadtrip, madeiraroadtrip,,,,,,,,,,http://www.madroadtrip.com
9.80954E+17,"RT @JDogterom: 4 days trying to get my Toronto property which is fraudulently listed on @airbnb taken off - told me it was, but still there…",02-04-2018 23:44,"Texas, USA",8,0,STR2out,,,,,,,,,,,,
9.80953E+17,"RT @365places2Visit: Awesome Places To Stay  📍New York, NY
We're obsessed with .@Airbnb Who doesn't love privacy, full kitchens &amp; washers &amp;…",02-04-2018 23:38,"Prescott, Arizona",20,0,erikatheicyone,,,,,,,,,,,,
9.80953E+17,RT @cottage_green: Margaritaville Lazy Susan Beach Decor-Nautical Theme-Table Centerpiece https://t.co/A4jhFo14tl via @Etsy Phenomenal Cent…,02-04-2018 23:38,"Texas, USA",14,0,CreateConsensus,,,,,,,,,,,,https://etsy.me/2JaNWI0
9.80952E+17,RT @Seraphimslair: #HAPPYEASTERSUNDAY &amp; #HELLOAPRIL!!! Check out #Seraphimslair for #Spring #GiftIdeas #ShopSmall #SmallBiz #USA #UK #Londo…,02-04-2018 23:37,"Florida, USA",30,0,kwalden51,HAPPYEASTERSUNDAY, HELLOAPRIL, Seraphimslair, Spring, GiftIdeas, ShopSmall, SmallBiz, USA, UK,,,
9.80952E+17,RT @cottage_green: Margaritaville Lazy Susan Beach Decor-Nautical Theme-Table Centerpiece https://t.co/A4jhFo14tl via @Etsy Phenomenal Cent…,02-04-2018 23:36,"859 Rt 25 Wentworth, NH USA",14,0,barntiques859,,,,,,,,,,,,https://etsy.me/2JaNWI0
9.80952E+17,10 Awesome Ways To Keep Your Airbnb Guest Happy And Your Side Hustle Rolling #airbnb #sidehustlesuccess https://t.co/gQMb6Tnuvk,02-04-2018 23:34,,0,1,Financial_Muse,airbnb, sidehustlesuccess,,,,,,,,,,https://www.financial-muse.com/awesome-ways-to-keep-your-airbnb-guest-happy-and-your-side-hustle-rolling/
9.8095E+17,"""Host Your Pad"" on Airbnb course via @ChainOfWealth is now AVAILABLE. Includes how to set up your profile, engage g… https://t.co/ExDVPtqGl2",02-04-2018 23:26,"New York, NY",0,3,thethoughtcard,,,,,,,,,,,,https://twitter.com/i/web/status/980949598624800773
9.80949E+17,"Luxurious 2 Bedroom mews houseshttps://www.airbnb.jp/rooms/163162 https://t.co/rNcIrM76WL via Twitter Web Client
 #airbnb",02-04-2018 23:24,japan,0,1,airbnbbukken,airbnb,,,,,,,,,,,
9.80947E+17,#FlashSale alert on our #AirBnB beach cottage! We have a few days open mid-week next week and with #sb2k18 ending o… https://t.co/89LxbZLAMM,02-04-2018 23:17,"Florida, USA",0,1,SimpleLifeRich,FlashSale, AirBnB, sb2k18,,,,,,,,,https://twitter.com/i/web/status/980947402755661831
9.80945E+17,"RT @365places2Visit: Awesome Places To Stay  📍New York, NY
We're obsessed with .@Airbnb Who doesn't love privacy, full kitchens &amp; washers &amp;…",02-04-2018 23:09,"Miami Beach, FL",20,0,sobecowboy,,,,,,,,,,,,
9.80945E+17,RT @DPvrry: TAKE ADVANTAGE OF STAYING AT A HOTEL 🤣🤣🤣 #GoViral #WorldStarHipHop #worldstar #Airbnb https://t.co/qp52ydAIDH,02-04-2018 23:07,"Los Angeles, CA",1,0,DNRsFamily,GoViral, WorldStarHipHop, worldstar, Airbnb,,,,,,,,
9.80945E+17,TAKE ADVANTAGE OF STAYING AT A HOTEL 🤣🤣🤣 #GoViral #WorldStarHipHop #worldstar #Airbnb https://t.co/qp52ydAIDH,02-04-2018 23:07,"Los Angeles, CA",1,3,DPvrry,GoViral, WorldStarHipHop, worldstar, Airbnb,,,,,,,,
9.80943E+17,Do This To Earn Extra Income From The Comfort Of Your Home https://t.co/Cw2JcxibLq #airbnb #bloggersrequired #bloggerswanted #prrequest,02-04-2018 23:01,,0,1,MyRegistryWed,airbnb, bloggersrequired, bloggerswanted, prrequest,,,,,,,,http://myregistrywedding.com/2018/03/31/do-this-to-earn-extra-income-from-the-comfort-of-your-home/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost
9.80943E+17,"Watch how we started on our first single apartment on  NYC.
Full Episode here  https://t.co/gk8ElS2kYz… https://t.co/E0Y5PLJapM",02-04-2018 23:00,"Mountain View, CA",0,0,Vacayo_Tech,,,,,,,,,,,,http://ow.ly/6s5S30iKQHE
9.80942E+17,@Ben_DunbarGK I don’t think #Uber &amp; #Lyft (which I think will #IPO sometime next year) will do a direct listing as… https://t.co/nQKSBvMPIk,02-04-2018 22:57,,0,2,davidmoble,Uber, Lyft, IPO,,,,,,,,,https://twitter.com/i/web/status/980942441791541250
9.80941E+17,Was told by #airbnb the system is down and can't rebook and a refund will be 5-10days #homelessinhaetford,02-04-2018 22:53,,0,0,KnoelsJourney,airbnb, homelessinhaetford,,,,,,,,,,
9.80941E+17,Looking for help with #airbnb the room I rented and paid for wasn't available now #homeless in #Hartford CT,02-04-2018 22:52,,0,0,KnoelsJourney,airbnb, homeless, Hartford,,,,,,,,,
9.80938E+17,"RT @365places2Visit: Awesome Places To Stay  📍New York, NY
We're obsessed with .@Airbnb Who doesn't love privacy, full kitchens &amp; washers &amp;…",02-04-2018 22:41,"St Paul, MN",20,0,kasexton,,,,,,,,,,,,
9.80936E+17,@airbnbhelp why are my listing settings restricting length of stay and instant book requirements not taking effect?… https://t.co/AIKqCLfsdp,02-04-2018 22:31,"Ottawa, Ontario",0,0,SabrinaHeyde,,,,,,,,,,,,https://twitter.com/i/web/status/980935844134604801
9.80935E+17,"Get additional perks from Vacayo for your investment!
https://t.co/d0Yvqwty97                       
#travel… https://t.co/EJAIQ3tz37",02-04-2018 22:30,"Mountain View, CA",0,1,Vacayo_Tech,travel,,,,,,,,,,,https://republic.co/vacayo
9.80935E+17,RT @mayfair_knights: How much should I charge to rent my home in London? How much rent should I be paying in London? #LondonProperties #Air…,02-04-2018 22:27,"London, England",2,0,dklorae,LondonProperties,,,,,,,,,,,
9.80933E+17,RT @mayfair_knights: How much should I charge to rent my home in London? How much rent should I be paying in London? #LondonProperties #Air…,02-04-2018 22:20,United Kingdom,2,0,ManageMyDynasty,LondonProperties,,,,,,,,,,,
9.80932E+17,"RT @365places2Visit: Awesome Places To Stay  📍New York, NY
We're obsessed with .@Airbnb Who doesn't love privacy, full kitchens &amp; washers &amp;…",02-04-2018 22:17,OH-IO,20,0,Christy41970,,,,,,,,,,,,
9.8093E+17,RT @Seraphimslair: #HELLOAPRIL🌸Check out #Seraphimslair for #Spring #GiftIdeas #ShopSmall #SmallBiz #USA #UK #London #NewEngland #Airbnb #W…,02-04-2018 22:10, USA,4,0,LuckyFrogEtsy,HELLOAPRIL, Seraphimslair, Spring, GiftIdeas, ShopSmall, SmallBiz, USA, UK, London, NewEngland, Airbnb,
9.8093E+17,RT @Superdescuento3: WIN 25€!!! in https://t.co/GRIJjDoBbq with this #discount ➡ https://t.co/Zj5lDuGB5P off for first time rental in #airb…,02-04-2018 22:08,,1,0,TopSales9,discount,,,,,,,,,,,http://AIRBNB.COM
9.8093E+17,@MexicanRestaurants Want to control costs?  #airbnb #airbnbmag #hvac #hvactips #green #GOGREEN #MGMT #retail… https://t.co/SuV7cfSWWE,02-04-2018 22:08,"Nashville, TN",1,5,Statguardplus,airbnb, airbnbmag, hvac, hvactips, green, GOGREEN, MGMT, retail,,,,https://twitter.com/i/web/status/980929911039954945
9.8093E+17,"@Airbnb, please help me understand why, as a host or co-host of 4 properties, why I’m still on hold after 20 minute… https://t.co/AVon6YyK6u",02-04-2018 22:06,"Arkansas, USA",0,0,trinalfletcher,,,,,,,,,,,,https://twitter.com/i/web/status/980929508193824768
9.80928E+17,WIN 25€!!! in https://t.co/GRIJjDoBbq with this #discount ➡ https://t.co/Zj5lDuGB5P off for first time rental in… https://t.co/IyECzhIDwC,02-04-2018 22:00,,1,0,Superdescuento3,discount,,,,,,,,,,,http://AIRBNB.COM
9.80928E+17,"Sign up if you want your vacation rental property to do this 🙂

https://t.co/GCJhJhz7Um

#MaconVacationRentals… https://t.co/Yi1qpx9y8d",02-04-2018 22:00,"Scottsdale, AZ",0,0,MacayRentals,MaconVacationRentals,,,,,,,,,,,https://maconvacationrental.com
9.80926E+17,"A cocktail, please! #HomeAway #Airbnb @homeaway @airbnb https://t.co/JxQUqwIsUp",02-04-2018 21:50,Costa Rica,0,1,vrentalblog,HomeAway, Airbnb,,,,,,,,,,
9.80925E+17,"RT @365places2Visit: Awesome Places To Stay  📍New York, NY
We're obsessed with .@Airbnb Who doesn't love privacy, full kitchens &amp; washers &amp;…",02-04-2018 21:50,"Pennsylvania, USA",20,0,EastCLifestyle,,,,,,,,,,,,
9.80925E+17,"RT @deniseleeyohn: there are many ways that #Airbnb infuses its #EX with its unique core values: 
https://t.co/R3zl8I8uz8  #EmployeeExperie…",02-04-2018 21:50,,1,0,oldst1x,Airbnb, EX,,,,,,,,,,http://bit.ly/2I7cCzZ
9.80924E+17,"Moving and need labor four loading and unloading $50hr two guys
#763 #newyork #901 #615 #347 #770 #561 #nashville… https://t.co/r8mwBDvdTJ",02-04-2018 21:42,"Nashville, TN",0,0,TonySales1983,newyork, nashville,,,,,,,,,,https://twitter.com/i/web/status/980923576218943488
9.8092E+17,"RT @365places2Visit: Awesome Places To Stay  📍New York, NY
We're obsessed with .@Airbnb Who doesn't love privacy, full kitchens &amp; washers &amp;…",02-04-2018 21:30,"Amsterdam, Holanda",20,0,MovbyCo,,,,,,,,,,,,
9.8092E+17,"RT @365places2Visit: Awesome Places To Stay  📍New York, NY
We're obsessed with .@Airbnb Who doesn't love privacy, full kitchens &amp; washers &amp;…",02-04-2018 21:29,North America,20,0,TacklingOurDebt,,,,,,,,,,,,
9.8092E+17,"RT @365places2Visit: Awesome Places To Stay  📍New York, NY
We're obsessed with .@Airbnb Who doesn't love privacy, full kitchens &amp; washers &amp;…",02-04-2018 21:28,"Greenville, SC",20,0,BingeWorthyLife,,,,,,,,,,,,
9.80919E+17,"RT @cnocanview: A simple walk along the Georgian style homes side of East Claremont Street in #Edinburgh, which has just over 40 doors, rev…",02-04-2018 21:25,"Edinburgh, Scotland",3,0,thecockburn,Edinburgh,,,,,,,,,,,
9.80919E+17,"RT @365places2Visit: Awesome Places To Stay  📍New York, NY
We're obsessed with .@Airbnb Who doesn't love privacy, full kitchens &amp; washers &amp;…",02-04-2018 21:23,New York,20,0,MikiHope,,,,,,,,,,,,
9.80918E+17,£25 off airbnb if you've not signed up yet https://t.co/n6flV96fCD #airbnb #discount,02-04-2018 21:18,"ÜT: 51.648625,-0.439641",0,0,MarkDefeo,airbnb, discount,,,,,,,,,,https://abnb.me/e/GG6k00PvNL
9.80917E+17,How to read between the lines of #Airbnb listings https://t.co/eNvemfdsaO #jetset #living #news #travel,02-04-2018 21:17,NYC area,0,0,wellapp,Airbnb, jetset, living, news, travel,,,,,,,https://goo.gl/fb/w24iZN
9.80917E+17,"Romsdalseggen, Norway 🇳🇴 📷: jkahilaphotography! #travel #norway #ventureyours 

•
•
•
#airbnb… https://t.co/v15EPizfdJ",02-04-2018 21:15,,0,0,VentureYours,travel, norway, ventureyours, airbnb,,,,,,,,https://www.instagram.com/p/BhFTBdzB0lS/
9.80917E+17,Atlanta AirBNB HOSTS! House Cleaning SPECIAL! Rates as low as $30! Available 7 days a week! Call (404) 427-6920.… https://t.co/xIBpjVuIU1,02-04-2018 21:15,"Atlanta, GA",0,1,Glhsatlanta091,,,,,,,,,,,,https://twitter.com/i/web/status/980916598600011776
9.80914E+17,There’s nothing worse than feeling like the victim of false advertising. That same principle applies to your… https://t.co/H2RiZh72co,02-04-2018 21:04,,0,0,padlifter,,,,,,,,,,,,https://twitter.com/i/web/status/980913954535833600
9.80913E+17,"The SOLUTION for landlords is here! Invest in VACAYO now! 
Learn more about us on Republic: https://t.co/w470TvuUgi… https://t.co/dM3ViKUiXx",02-04-2018 21:00,"Mountain View, CA",0,0,Vacayo_Tech,,,,,,,,,,,,http://republic.co/vacayo
9.80912E+17,"RT @RiceNews: Like an #AirBnb for birds, Sacramento's rice fields provide a seasonal home for varieties from across the globe. https://t.co…",02-04-2018 20:57,"California, USA",3,0,Katelow11,AirBnb,,,,,,,,,,,
9.80911E+17,"@smh We found this on a recent trip to Melbourne. Instead of the host meeting us at the property, as has previously… https://t.co/EAQ9x2SrSi",02-04-2018 20:53,Newcastle NSW,0,0,AuntyLF,,,,,,,,,,,,https://twitter.com/i/web/status/980911162324865025
9.80911E+17,[QUIZ] What Kind of #Airbnb Host are You? https://t.co/E4Fgk6HKM2 https://t.co/b4VW6yE2ZX,02-04-2018 20:52,,0,0,LaptopLandlord,Airbnb,,,,,,,,,,,http://laptoplandlord.com/host-type-quiz/?utm_source=twitter.com&utm_medium=social&utm_content=squirrel&utm_campaign=jooicer
9.8091E+17,Get to your #AirBnB 🆓. $20 #Uber ride credit. #cab #taxi Ride to work 🆓 use 😊👉UBER20COMP👈😊,02-04-2018 20:50,,0,0,FreeRideAngel,AirBnB, Uber, cab, taxi,,,,,,,,
9.8091E+17,RT @Seraphimslair: This #CrownDevon #BEAUTY just #SOLD to #ITALY! More at #Seraphimslair's #PotteryBarn! #ShopSmall #SmallBiz #GiftIdeas #V…,02-04-2018 20:48,ST18 9DJ,15,0,WelshRarebits2,CrownDevon, BEAUTY, SOLD, ITALY, Seraphimslair, PotteryBarn, ShopSmall, SmallBiz, GiftIdeas,,,
9.80909E+17,RT @BBC_Capital: Is #Airbnb making it impossible to find a house? https://t.co/TK05qGp6ad  https://t.co/I5vcpIn8QO,02-04-2018 20:46,New Zealand,1,0,tomorrowstouris,Airbnb,,,,,,,,,,,http://bbc.in/2aOc1Sq
9.80909E+17,RT @Seraphimslair: This #CrownDevon #BEAUTY just #SOLD to #ITALY! More at #Seraphimslair's #PotteryBarn! #ShopSmall #SmallBiz #GiftIdeas #V…,02-04-2018 20:44,"Halesworth, England",15,0,galleryantiques,CrownDevon, BEAUTY, SOLD, ITALY, Seraphimslair, PotteryBarn, ShopSmall, SmallBiz, GiftIdeas,,,
9.80908E+17,"RT @mtnbvan: Do they have a biz licence? 🤔 Good thing Vision CoV loosened residential zoning laws &amp; Krishna will send a ""stern letter"" http…",02-04-2018 20:40,,2,0,STRReform,,,,,,,,,,,,
9.80908E+17,"For the SINGLE TRAVELER #airbnb in Parnell, Auckland NewZealand is for you. LOADS OF PICS &amp; 130 plus REVIEWS… https://t.co/JIub8r20cF",02-04-2018 20:40,"Parnell, Auckland New Zealand",0,1,MarieStanaway,airbnb,,,,,,,,,,,https://twitter.com/i/web/status/980907757883789318
9.80908E+17,"RT @JDogterom: 4 days trying to get my Toronto property which is fraudulently listed on @airbnb taken off - told me it was, but still there…",02-04-2018 20:39,,8,0,STRReform,,,,,,,,,,,,
9.80908E+17,RT @InnovKate: I can’t believe @airbnb allows hosts to post listings for flats in buildings under construction/undergoing significant renov…,02-04-2018 20:39,,3,0,STRReform,,,,,,,,,,,,
9.80905E+17,"“Design is so simple. That’s why it’s so complicated.” -Paul Rand
.
.
.
#staycarraway #carraway #airbnb #travel… https://t.co/1RcQChnsYI",02-04-2018 20:30,"Nashville, TN",0,0,StayCarraway,staycarraway, carraway, airbnb, travel,,,,,,,,https://twitter.com/i/web/status/980905454716051456
9.80905E+17,RT @abw_travel: @NantMelyn_cotta Book a Welsh holiday today! https://t.co/fXRtO5as2Y #selfcatering  #cottage #Wales #breconbeacons #airbnb…,02-04-2018 20:29,"Brynamman, Amman Valley, Wales",1,0,NantMelyn_cotta,selfcatering, cottage, Wales, breconbeacons, airbnb,,,,,,,http://NANTMEYLN.COM
9.80905E+17,"RT @365places2Visit: Awesome Places To Stay  📍New York, NY
We're obsessed with .@Airbnb Who doesn't love privacy, full kitchens &amp; washers &amp;…",02-04-2018 20:28,,20,0,ruchiskitchen,,,,,,,,,,,,
9.809E+17,#SignsYoureOnABudgetVacation you only look for #airbnb so you can cook most meals,02-04-2018 20:08,Washington DC,0,0,ssunithi,SignsYoureOnABudgetVacation, airbnb,,,,,,,,,,
9.80899E+17,"RT @365places2Visit: Awesome Places To Stay  📍New York, NY
We're obsessed with .@Airbnb Who doesn't love privacy, full kitchens &amp; washers &amp;…",02-04-2018 20:03,BUSIA (k),20,0,WesongaQuentene,,,,,,,,,,,,
9.80897E+17,RT @Seraphimslair: This #CrownDevon #BEAUTY just #SOLD to #ITALY! More at #Seraphimslair's #PotteryBarn! #ShopSmall #SmallBiz #GiftIdeas #V…,02-04-2018 19:59,"Huntington Beach, California, USA",15,0,EMGraphicsEbay,CrownDevon, BEAUTY, SOLD, ITALY, Seraphimslair, PotteryBarn, ShopSmall, SmallBiz, GiftIdeas,,,
9.80897E+17,"$40 #airbnb Credit 
https://t.co/q9OiJNFSFn

#Tokyo2020 
#JAPAN
#dubailife 
#LosAngeles 
#MiamiOpen 
#Atlanta 
#NYC… https://t.co/qONc0CVX6N",02-04-2018 19:56,🇧🇸 FLA ✈ ATL ✈LAX,0,0,TeazzYung,airbnb, Tokyo2020, JAPAN, dubailife, LosAngeles, MiamiOpen, Atlanta, NYC,,,,http://www.airbnb.com/c/tkelly6
9.80896E+17,RT @cottage_green: Margaritaville Lazy Susan Beach Decor-Nautical Theme-Table Centerpiece https://t.co/A4jhFo14tl via @Etsy Phenomenal Cent…,02-04-2018 19:53,"New Jersey, USA",14,0,MyriadMatth,,,,,,,,,,,,https://etsy.me/2JaNWI0
9.80894E+17,"RT @365places2Visit: Awesome Places To Stay  📍New York, NY
We're obsessed with .@Airbnb Who doesn't love privacy, full kitchens &amp; washers &amp;…",02-04-2018 19:46,"Atlanta, GA",20,0,StacieinAtlanta,,,,,,,,,,,,
